id,age,two_year_recid,priors_count,length_of_stay,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,race
3601,28,1,10,3,0,1,1,0,1
3602,35,1,10,0,0,1,0,1,1
3603,30,1,6,1,1,0,0,1,1
3605,44,0,0,1,1,0,0,1,1
3611,61,0,10,22,1,0,0,1,0
3614,26,1,1,0,1,0,0,1,1
3616,48,1,10,4,1,0,0,1,1
3617,42,0,4,0,0,1,0,1,1
3618,38,1,10,0,1,0,0,1,0
3620,53,0,0,0,0,1,1,0,0
3622,26,0,3,1,0,1,0,1,1
3624,22,1,1,0,1,0,0,1,1
3626,50,0,0,30,1,0,0,1,0
3627,44,0,16,81,0,1,0,1,0
3628,24,1,4,1,1,0,0,1,1
3629,21,1,0,1,1,0,0,1,1
3630,50,0,0,2,1,0,0,1,0
3631,36,0,0,1,0,1,1,0,0
3634,39,0,0,54,1,0,0,1,0
3636,54,0,7,18,1,0,1,0,1
3639,29,0,0,0,0,1,0,1,1
3641,26,0,0,0,0,1,0,1,0
3642,41,1,3,1,1,0,0,1,1
3643,23,1,1,2,1,0,0,1,1
3645,34,0,0,0,0,1,0,1,0
3646,31,1,11,11,1,0,0,1,0
3647,20,0,0,1,1,0,0,1,1
3648,49,1,10,43,1,0,0,1,1
3649,26,1,4,0,1,0,0,1,1
3652,28,1,1,0,1,0,0,1,1
3653,26,0,0,0,1,0,0,1,1
3655,55,0,1,0,1,0,0,1,1
3656,22,0,0,2,0,1,0,1,1
3657,26,0,0,1,0,1,1,0,1
3658,56,0,0,1,0,1,0,1,0
3660,46,0,2,1,1,0,0,1,0
3661,58,1,16,68,1,0,0,1,1
3662,28,0,4,29,1,0,0,1,1
3663,33,0,8,1,1,0,0,1,1
3666,31,0,0,0,0,1,1,0,1
3667,26,0,1,0,0,1,0,1,1
3671,34,0,0,0,0,1,0,1,0
3673,33,0,0,1,1,0,0,1,0
3674,32,0,0,0,1,0,1,0,1
3675,37,1,9,1,1,0,0,1,1
3676,50,0,1,0,1,0,0,1,1
3678,35,0,1,2,1,0,0,1,0
3679,47,1,0,4,0,1,1,0,0
3681,52,0,8,43,1,0,1,0,1
3684,26,1,5,6,1,0,0,1,1
3687,45,1,13,0,1,0,0,1,1
3691,19,1,0,1,0,1,0,1,0
3692,41,1,8,1,1,0,0,1,1
3693,24,0,0,1,0,1,0,1,1
3696,21,0,1,1,1,0,0,1,1
3697,54,0,0,0,0,1,0,1,0
3698,49,0,0,73,1,0,0,1,0
3699,42,0,1,292,1,0,0,1,0
3700,21,1,1,1,1,0,0,1,1
3702,46,1,5,-1,1,0,0,1,0
3703,74,0,0,0,0,1,0,1,0
3704,38,0,0,0,1,0,1,0,0
3706,39,0,1,0,1,0,1,0,1
3709,38,0,0,4,1,0,1,0,1
3710,19,1,1,1,1,0,0,1,1
3711,28,1,0,1,1,0,0,1,0
3713,25,1,1,28,1,0,0,1,1
3714,53,0,1,0,0,1,0,1,0
3719,23,0,2,76,1,0,0,1,1
3720,55,1,33,242,1,0,0,1,0
3721,64,0,1,1,1,0,1,0,0
3722,23,1,1,27,0,1,0,1,1
3725,23,1,4,0,1,0,0,1,1
3726,41,0,0,0,1,0,1,0,0
3728,53,0,0,0,0,1,0,1,0
3729,34,0,0,2,1,0,0,1,1
3730,24,1,0,1,1,0,0,1,0
3732,26,0,1,32,0,1,0,1,1
3736,44,0,4,1,1,0,0,1,0
3737,27,0,0,5,1,0,1,0,0
3738,28,0,14,0,1,0,0,1,0
3739,55,0,1,1,0,1,0,1,0
3741,36,0,15,1,1,0,0,1,1
3743,23,0,1,1,1,0,0,1,1
3744,56,0,1,0,0,1,0,1,1
3745,27,1,2,0,1,0,0,1,0
3747,37,0,1,1,0,1,0,1,0
3749,32,1,1,1,1,0,0,1,1
3751,41,1,18,33,0,1,0,1,1
3754,22,1,1,1,1,0,0,1,1
3757,37,1,1,0,1,0,0,1,0
3758,45,0,3,1,0,1,0,1,1
3759,31,0,14,1,1,0,1,0,1
3761,42,1,7,1,1,0,0,1,1
3763,26,1,20,29,1,0,0,1,1
3765,33,1,0,0,1,0,0,1,0
3766,22,1,0,0,0,1,0,1,0
3768,36,0,1,-1,0,1,1,0,1
3769,54,0,0,0,0,1,0,1,0
3771,25,1,5,155,1,0,0,1,1
3772,24,1,3,39,1,0,0,1,0
3773,23,0,0,1,0,1,0,1,0
3774,61,0,0,0,0,1,0,1,0
3776,42,0,0,0,0,1,1,0,0
3778,28,1,1,-1,0,1,0,1,0
3779,27,0,1,2,0,1,0,1,1
3780,24,0,2,15,0,1,0,1,0
3782,32,1,16,0,1,0,0,1,1
3783,38,0,0,7,1,0,0,1,0
3785,21,0,1,0,0,1,0,1,0
3787,27,1,1,168,1,0,0,1,1
3788,39,0,0,-1,1,0,0,1,0
3789,29,0,0,1,1,0,0,1,0
3790,29,0,1,0,1,0,0,1,0
3793,36,1,1,2,1,0,0,1,0
3794,46,1,0,0,1,0,0,1,1
3797,44,0,7,24,1,0,0,1,1
3799,27,0,0,1,0,1,0,1,1
3800,27,1,8,49,1,0,0,1,1
3801,61,0,0,2,0,1,0,1,0
3802,47,1,0,0,0,1,0,1,1
3804,27,0,1,0,0,1,0,1,1
3805,28,1,0,1,1,0,0,1,0
3807,31,1,1,10,0,1,1,0,0
3809,26,1,9,1,0,1,0,1,0
3811,53,1,2,7,1,0,0,1,1
3812,26,1,1,22,1,0,0,1,1
3814,25,0,2,18,1,0,0,1,1
3816,23,1,5,32,0,1,0,1,0
3817,21,1,4,0,0,1,1,0,1
3818,23,0,1,2,0,1,0,1,1
3820,30,0,3,0,0,1,0,1,0
3821,45,0,2,11,1,0,1,0,1
3824,27,1,2,9,0,1,0,1,1
3830,26,0,0,0,0,1,1,0,1
3831,21,1,0,7,1,0,0,1,0
3835,62,0,0,3,0,1,1,0,0
3836,48,0,0,27,1,0,0,1,0
3838,53,0,1,0,0,1,0,1,1
3839,62,1,3,1,0,1,0,1,1
3840,28,0,5,136,1,0,0,1,1
3841,56,0,1,1,1,0,0,1,0
3842,35,0,2,8,1,0,0,1,0
3843,56,1,2,49,0,1,1,0,0
3847,22,1,2,1,1,0,0,1,1
3848,26,1,5,36,1,0,0,1,1
3853,35,0,4,1,0,1,0,1,1
3854,22,1,1,15,1,0,0,1,1
3856,37,0,7,1,1,0,1,0,1
3857,32,0,0,0,1,0,1,0,1
3858,33,1,3,9,1,0,1,0,1
3859,38,1,2,0,1,0,0,1,0
3860,53,0,0,1,0,1,0,1,0
3862,32,0,0,0,0,1,0,1,0
3863,26,0,0,0,0,1,0,1,0
3864,61,0,0,2,0,1,0,1,0
3865,21,0,0,0,0,1,0,1,1
3867,69,0,22,1,0,1,0,1,1
3869,26,0,0,0,0,1,0,1,1
3870,30,1,9,196,1,0,0,1,1
3872,21,0,1,0,1,0,0,1,0
3879,41,0,0,0,0,1,0,1,0
3880,45,1,0,0,1,0,0,1,1
3881,31,1,10,1,1,0,0,1,1
3882,22,0,0,1,1,0,0,1,0
3884,54,1,0,20,1,0,1,0,0
3885,50,1,2,0,0,1,0,1,0
3890,37,0,11,1,1,0,0,1,0
3891,21,1,0,1,1,0,1,0,1
3896,23,1,6,5,0,1,0,1,0
3897,30,1,0,0,1,0,0,1,0
3899,30,1,11,2,1,0,0,1,1
3902,26,0,5,0,0,1,0,1,0
3904,59,0,0,0,0,1,1,0,1
3906,29,1,13,1,1,0,0,1,1
3907,67,0,0,0,1,0,0,1,0
3909,30,1,13,33,1,0,0,1,0
3910,25,1,5,0,0,1,0,1,1
3911,45,0,8,1,1,0,0,1,0
3917,22,0,0,-1,1,0,0,1,1
3918,41,1,8,2,1,0,0,1,1
3919,46,1,3,59,1,0,0,1,0
3920,27,0,0,1,0,1,0,1,0
3924,37,0,13,1,1,0,1,0,1
3925,22,1,0,13,1,0,0,1,1
3929,19,1,0,0,1,0,0,1,1
3930,45,0,2,0,0,1,0,1,0
3933,33,1,5,0,1,0,1,0,1
3934,52,0,7,181,1,0,0,1,1
3935,21,0,0,1,1,0,1,0,1
3936,43,1,6,0,0,1,0,1,1
3938,33,0,3,1,1,0,0,1,0
3939,26,1,3,3,1,0,0,1,1
3941,37,0,0,1,0,1,0,1,0
3942,38,1,1,7,1,0,0,1,1
3944,35,1,1,0,0,1,0,1,0
3946,27,1,1,0,1,0,0,1,1
3947,40,0,1,0,1,0,0,1,0
3948,21,0,1,0,1,0,0,1,1
3950,38,1,3,1,1,0,0,1,0
3952,37,0,0,0,0,1,0,1,0
3958,44,0,0,1,1,0,0,1,0
3960,30,0,0,1,1,0,0,1,1
3961,40,0,0,0,1,0,0,1,0
3963,49,0,1,1,1,0,0,1,0
3965,67,0,0,0,0,1,0,1,0
3966,59,1,14,33,1,0,0,1,1
3969,21,1,1,1,1,0,0,1,1
3972,31,0,6,10,0,1,0,1,0
3973,50,1,2,0,1,0,1,0,0
3974,30,0,7,0,1,0,0,1,1
3975,28,0,1,0,0,1,0,1,0
3976,48,1,7,2,1,0,0,1,1
3977,55,0,0,0,0,1,0,1,0
3979,42,0,0,2,0,1,0,1,0
3980,34,1,0,29,0,1,0,1,1
3981,43,1,4,0,0,1,0,1,1
3982,44,0,0,42,1,0,0,1,1
3985,29,1,17,2,1,0,0,1,0
3987,25,1,2,0,1,0,0,1,0
3988,32,1,0,1,0,1,1,0,1
3989,96,1,2,0,1,0,0,1,0
3991,29,0,0,1,0,1,0,1,0
3992,27,1,8,1,1,0,0,1,0
3994,31,0,0,0,0,1,0,1,0
3995,24,1,1,0,1,0,0,1,1
3997,34,1,0,241,1,0,0,1,1
3998,48,1,2,1,1,0,0,1,1
3999,41,0,1,2,1,0,0,1,1
4000,26,1,12,10,0,1,0,1,1
4001,42,1,0,7,1,0,0,1,1
4002,29,0,0,42,0,1,0,1,1
4003,26,0,0,1,0,1,0,1,0
4004,27,0,1,44,1,0,1,0,1
4005,35,0,4,31,0,1,0,1,0
4006,54,0,1,0,1,0,0,1,0
4010,20,0,0,0,1,0,0,1,1
4011,27,0,0,1,1,0,0,1,0
4012,21,0,1,1,1,0,0,1,1
4013,27,1,7,2,0,1,0,1,0
4014,34,1,11,1,1,0,0,1,1
4018,54,0,0,1,0,1,0,1,1
4020,29,1,2,1,1,0,0,1,0
4021,39,0,1,4,1,0,0,1,1
4023,33,0,0,0,0,1,1,0,0
4026,40,1,7,6,1,0,1,0,0
4028,35,0,0,0,0,1,1,0,1
4029,28,1,0,2,0,1,0,1,0
4031,53,0,0,0,0,1,0,1,1
4032,28,0,2,13,0,1,0,1,0
4033,26,0,0,0,1,0,0,1,1
4036,31,0,3,0,1,0,0,1,1
4037,24,1,3,1,0,1,0,1,0
4038,45,1,19,1,1,0,0,1,0
4039,33,0,1,0,0,1,0,1,0
4041,28,0,1,0,1,0,0,1,1
4045,45,1,1,1,1,0,1,0,0
4048,33,1,3,14,1,0,0,1,0
4049,23,1,4,-1,1,0,0,1,0
4052,36,0,6,84,1,0,0,1,1
4054,22,0,0,0,1,0,0,1,1
4059,28,1,2,1,1,0,0,1,1
4060,37,0,3,0,0,1,0,1,1
4061,52,0,0,0,0,1,1,0,0
4062,26,0,0,1,1,0,0,1,0
4063,28,1,4,3,1,0,0,1,0
4064,33,0,2,14,1,0,1,0,0
4065,23,1,3,41,1,0,0,1,0
4067,31,1,3,0,0,1,0,1,0
4068,55,0,0,1,0,1,1,0,0
4069,24,1,3,-1,1,0,0,1,0
4070,37,0,2,0,0,1,0,1,1
4072,41,0,0,177,1,0,0,1,1
4073,26,0,0,0,0,1,0,1,0
4075,41,0,13,2,1,0,0,1,1
4076,33,0,6,0,1,0,0,1,1
4078,47,1,0,3,0,1,0,1,0
4080,23,0,0,1,1,0,0,1,1
4081,27,0,1,1,1,0,0,1,0
4082,24,1,0,36,1,0,0,1,0
4084,30,0,10,93,1,0,0,1,1
4085,55,0,1,0,1,0,0,1,0
4086,26,1,13,7,0,1,0,1,1
4088,35,0,0,0,1,0,0,1,1
4099,20,0,1,0,0,1,0,1,1
4100,24,1,3,8,0,1,0,1,0
4101,31,1,8,3,0,1,0,1,1
4104,55,1,0,1,1,0,0,1,1
4105,33,1,7,0,1,0,0,1,0
4106,44,1,6,270,1,0,0,1,0
4108,41,1,25,185,1,0,0,1,1
4111,56,0,9,0,0,1,0,1,1
4112,21,0,1,2,1,0,0,1,1
4117,48,0,1,0,0,1,1,0,0
4119,56,1,7,194,1,0,0,1,0
4120,39,0,2,2,0,1,0,1,0
4121,31,0,0,1,1,0,0,1,0
4122,25,0,0,0,1,0,1,0,0
4125,28,0,3,16,1,0,1,0,1
4126,30,1,0,0,1,0,0,1,1
4127,19,1,0,1,0,1,1,0,1
4128,20,1,0,1,0,1,0,1,1
4130,57,0,0,4,1,0,0,1,0
4134,51,1,8,0,0,1,0,1,1
4135,27,1,5,3,1,0,0,1,1
4136,26,0,0,0,1,0,0,1,1
4137,23,1,3,35,0,1,0,1,0
4139,35,1,14,0,0,1,0,1,1
4141,37,0,5,0,1,0,0,1,1
4143,48,0,0,2,1,0,0,1,1
4144,21,0,0,2,1,0,0,1,1
4154,52,0,1,9,0,1,0,1,1
4157,22,1,0,0,1,0,0,1,1
4159,41,1,1,1,1,0,0,1,0
4160,25,1,1,0,0,1,1,0,0
4161,54,1,0,0,0,1,0,1,1
4162,25,1,13,36,1,0,0,1,1
4164,40,0,4,2,1,0,1,0,0
4165,22,0,0,11,1,0,0,1,1
4168,50,0,10,0,1,0,0,1,0
4169,35,0,2,0,0,1,0,1,0
4170,28,1,7,1,1,0,0,1,0
4171,21,0,0,2,1,0,0,1,1
4178,27,0,0,4,1,0,0,1,0
4179,22,1,0,-1,1,0,0,1,1
4180,38,1,20,1,1,0,1,0,0
4182,32,0,0,7,1,0,0,1,0
4183,59,0,0,1,1,0,0,1,0
4185,20,1,0,0,0,1,0,1,0
4186,59,0,0,0,1,0,0,1,0
4187,44,1,1,1,1,0,1,0,0
4189,26,1,9,1,0,1,0,1,1
4190,30,1,9,1,1,0,0,1,1
4192,25,1,3,0,0,1,0,1,1
4193,44,0,0,1,0,1,0,1,0
4195,31,1,0,1,0,1,1,0,1
4196,32,0,0,0,1,0,1,0,1
4198,37,1,22,81,1,0,0,1,1
4199,22,0,2,1,1,0,0,1,0
4202,38,1,8,9,0,1,0,1,1
4203,34,0,2,2,1,0,0,1,0
4204,30,0,7,1,1,0,0,1,1
4205,38,1,0,1,1,0,1,0,0
4207,36,1,10,32,1,0,0,1,1
4211,46,0,0,0,1,0,0,1,0
4217,35,1,2,0,1,0,0,1,0
4219,35,0,0,0,1,0,0,1,1
4220,20,1,1,1,1,0,0,1,0
4223,30,1,9,243,1,0,1,0,1
4225,34,1,16,1,1,0,0,1,1
4226,31,1,3,1,1,0,0,1,0
4227,32,1,0,1,0,1,0,1,0
4228,31,1,4,1,1,0,0,1,0
4229,22,1,2,11,1,0,0,1,0
4230,31,0,0,80,1,0,0,1,0
4232,36,1,5,1,0,1,0,1,1
4233,39,0,2,47,0,1,0,1,1
4235,51,1,9,35,1,0,0,1,1
4236,35,1,7,1,1,0,0,1,1
4239,35,0,0,1,1,0,0,1,0
4240,23,1,0,0,1,0,0,1,0
4245,37,0,0,2,0,1,0,1,1
4247,25,0,3,7,0,1,0,1,1
4250,27,0,0,0,1,0,1,0,1
4252,47,0,2,1,0,1,0,1,0
4254,46,0,12,2,0,1,0,1,1
4255,27,0,0,0,1,0,0,1,0
4256,34,1,0,2,1,0,0,1,1
4258,25,0,0,0,0,1,0,1,0
4260,26,0,5,1,0,1,0,1,1
4262,25,1,1,0,1,0,0,1,1
4265,60,0,9,0,1,0,0,1,1
4267,49,1,0,1,0,1,0,1,0
4269,30,1,12,-1,1,0,0,1,1
4270,21,0,0,0,1,0,0,1,1
4274,25,1,4,0,1,0,0,1,1
4276,21,1,0,30,1,0,0,1,1
4280,29,0,1,0,0,1,0,1,0
4281,29,0,4,0,0,1,0,1,1
4282,21,0,0,0,0,1,0,1,0
4284,53,1,4,0,0,1,0,1,0
4288,51,0,2,22,1,0,0,1,0
4290,29,0,1,0,0,1,0,1,1
4292,24,0,0,0,1,0,1,0,0
4293,24,1,2,241,1,0,0,1,0
4296,37,0,5,1,1,0,0,1,0
4297,20,1,0,0,1,0,0,1,0
4300,53,0,1,21,1,0,0,1,0
4303,25,0,5,35,1,0,0,1,1
4305,38,0,0,1,0,1,0,1,0
4306,22,1,3,319,1,0,0,1,1
4307,21,0,1,13,1,0,0,1,1
4310,21,1,1,5,1,0,0,1,0
4311,27,1,6,0,0,1,0,1,1
4314,28,1,14,20,0,1,0,1,1
4315,49,1,6,0,0,1,0,1,1
4316,52,1,7,3,1,0,0,1,1
4317,25,0,1,1,0,1,0,1,1
4319,56,0,2,2,1,0,0,1,0
4320,34,0,22,1,1,0,0,1,1
4322,35,0,7,1,1,0,0,1,0
4323,23,1,1,1,0,1,0,1,1
4324,22,0,0,-1,1,0,0,1,0
4328,23,1,0,2,1,0,0,1,1
4329,30,0,4,54,0,1,0,1,1
4330,42,1,1,6,0,1,0,1,1
4331,50,1,24,32,0,1,0,1,1
4333,37,1,4,2,0,1,0,1,0
4335,37,0,0,0,1,0,0,1,1
4336,23,0,1,0,1,0,0,1,1
4337,41,0,0,1,1,0,0,1,0
4338,50,0,5,31,1,0,0,1,1
4339,41,1,19,42,1,0,0,1,0
4340,26,1,2,4,1,0,0,1,1
4341,40,1,8,40,1,0,0,1,0
4342,23,1,2,6,1,0,0,1,1
4346,55,1,1,33,1,0,0,1,0
4348,24,1,0,1,1,0,0,1,1
4353,33,1,5,1,0,1,0,1,0
4356,23,0,0,1,1,0,0,1,0
4357,37,1,1,0,0,1,0,1,1
4358,64,0,0,0,1,0,1,0,0
4360,51,0,0,0,0,1,0,1,0
4362,40,1,4,15,1,0,0,1,0
4367,35,1,3,0,0,1,1,0,1
4368,22,1,1,1,1,0,0,1,0
4370,29,0,2,160,1,0,0,1,1
4371,57,0,0,1,0,1,0,1,0
4372,20,1,1,0,0,1,0,1,1
4376,23,0,0,0,0,1,1,0,0
4377,23,1,3,91,1,0,0,1,1
4378,36,1,9,1,0,1,0,1,0
4381,55,0,1,0,0,1,0,1,0
4383,53,1,18,41,0,1,0,1,1
4384,21,1,1,0,1,0,0,1,1
4385,27,1,3,12,0,1,0,1,1
4387,28,1,6,2,1,0,0,1,1
4388,26,1,1,0,1,0,0,1,0
4389,25,0,1,1,1,0,0,1,0
4390,66,0,0,1,1,0,0,1,0
4391,28,0,3,0,0,1,0,1,1
4394,24,0,0,0,0,1,0,1,1
4396,60,1,18,3,0,1,0,1,0
4397,37,1,2,0,1,0,0,1,1
4400,73,0,0,1,0,1,0,1,0
4401,44,0,0,2,1,0,0,1,1
4402,42,0,0,4,0,1,0,1,0
4403,40,0,6,1,1,0,0,1,1
4406,21,0,0,7,1,0,0,1,0
4407,56,1,0,0,0,1,0,1,0
4408,42,0,3,1,1,0,0,1,1
4411,50,0,1,1,1,0,0,1,0
4414,34,0,0,1,0,1,0,1,0
4415,47,1,1,2,0,1,0,1,1
4416,58,0,3,2,1,0,0,1,0
4418,48,0,3,0,1,0,0,1,0
4419,20,0,0,0,1,0,1,0,0
4421,53,1,10,4,1,0,1,0,1
4422,29,0,0,1,1,0,0,1,1
4425,38,0,1,0,0,1,0,1,0
4426,43,0,0,0,0,1,1,0,0
4430,25,1,2,1,0,1,0,1,0
4431,53,1,1,4,0,1,0,1,0
4432,22,0,0,0,0,1,0,1,0
4433,32,0,1,10,0,1,1,0,0
4434,26,1,9,1,0,1,0,1,0
4435,48,0,0,1,1,0,1,0,0
4436,23,1,4,0,1,0,0,1,1
4437,71,0,1,3,0,1,0,1,0
4438,61,0,0,0,0,1,1,0,0
4439,22,0,2,0,0,1,1,0,0
4441,54,0,1,0,0,1,1,0,0
4442,24,0,6,1,1,0,0,1,0
4443,28,0,0,1,1,0,1,0,0
4444,25,0,2,181,1,0,1,0,0
4445,22,0,1,13,1,0,1,0,1
4447,24,1,2,1,1,0,0,1,1
4448,35,0,0,1,1,0,0,1,1
4450,21,0,0,1,1,0,0,1,1
4451,49,0,1,4,0,1,0,1,0
4452,26,1,6,2,1,0,0,1,1
4453,30,1,7,38,1,0,0,1,1
4457,30,1,5,180,1,0,0,1,1
4461,64,0,8,0,1,0,0,1,0
4463,45,1,7,0,1,0,1,0,0
4464,37,0,3,1,0,1,0,1,1
4466,34,1,1,116,1,0,1,0,1
4468,60,0,4,6,1,0,0,1,0
4469,58,0,0,0,0,1,0,1,0
4471,27,0,0,0,1,0,0,1,0
4473,30,1,0,0,0,1,0,1,1
4475,25,0,0,0,0,1,0,1,1
4476,60,1,19,39,1,0,0,1,1
4478,56,0,24,6,1,0,0,1,1
4479,33,0,2,1,0,1,0,1,1
4480,25,1,9,87,1,0,0,1,0
4483,32,1,6,4,1,0,0,1,1
4485,24,1,3,0,1,0,0,1,1
4486,23,1,2,7,1,0,0,1,0
4488,23,1,3,3,1,0,0,1,0
4491,25,1,1,0,1,0,0,1,1
4492,20,0,0,0,1,0,1,0,1
4493,32,0,9,0,1,0,0,1,1
4494,49,0,0,1,1,0,1,0,1
4495,22,0,1,1,1,0,0,1,1
4496,24,0,0,0,1,0,0,1,1
4498,26,1,10,0,1,0,0,1,0
4503,29,1,1,1,0,1,0,1,1
4505,22,0,0,1,1,0,0,1,0
4508,26,0,3,0,1,0,1,0,1
4509,21,1,0,3,1,0,0,1,1
4510,54,0,2,39,0,1,0,1,0
4511,59,0,1,1,1,0,0,1,1
4512,22,1,0,1,1,0,0,1,1
4513,24,1,1,4,1,0,0,1,0
4514,64,0,20,2,1,0,0,1,1
4516,45,1,1,0,0,1,0,1,0
4517,22,0,0,5,1,0,1,0,1
4518,24,1,5,0,1,0,0,1,1
4520,30,1,3,12,1,0,1,0,1
4521,27,0,0,0,1,0,1,0,0
4524,20,0,0,0,1,0,0,1,0
4525,29,1,0,6,1,0,0,1,0
4526,28,1,5,20,1,0,0,1,0
4527,37,0,0,1,0,1,0,1,0
4530,25,0,2,-1,1,0,0,1,0
4533,23,1,3,244,1,0,0,1,0
4534,32,0,0,0,0,1,1,0,1
4536,44,0,1,0,1,0,1,0,0
4537,41,0,8,1,1,0,0,1,1
4541,30,0,3,25,1,0,0,1,0
4544,27,1,2,7,0,1,0,1,1
4546,32,1,0,0,1,0,0,1,1
4550,40,1,24,1,0,1,0,1,1
4553,34,0,2,0,0,1,0,1,0
4556,33,0,3,1,0,1,1,0,1
4558,33,0,0,6,1,0,0,1,0
4560,37,0,1,0,0,1,0,1,0
4562,28,0,9,1,0,1,0,1,1
4563,25,1,0,1,1,0,1,0,1
4566,30,0,1,2,0,1,1,0,1
4567,47,0,0,0,0,1,1,0,1
4568,24,1,0,1,1,0,0,1,0
4574,31,1,9,116,1,0,0,1,0
4579,52,1,0,26,1,0,0,1,1
4580,25,1,5,236,1,0,0,1,1
4582,46,0,7,18,0,1,1,0,1
4584,62,0,3,0,0,1,0,1,0
4587,36,1,0,5,0,1,0,1,0
4588,24,1,2,10,1,0,0,1,1
4590,37,1,3,2,0,1,0,1,0
4591,25,0,9,54,1,0,0,1,0
4592,21,1,0,35,0,1,0,1,1
4593,38,0,0,0,0,1,0,1,0
4595,29,1,5,5,1,0,0,1,1
4596,52,1,0,0,0,1,0,1,1
4598,29,0,5,2,1,0,0,1,1
4599,59,1,13,242,1,0,0,1,1
4603,39,0,2,0,1,0,0,1,1
4604,48,0,1,167,0,1,0,1,0
4605,31,1,3,0,0,1,0,1,0
4608,20,1,1,5,1,0,0,1,1
4609,50,0,0,0,0,1,0,1,0
4610,27,1,7,4,1,0,0,1,1
4611,27,0,0,1,0,1,0,1,1
4612,31,1,4,5,1,0,0,1,0
4615,24,0,2,30,0,1,1,0,1
4616,24,1,4,51,1,0,0,1,1
4617,30,1,0,1,0,1,0,1,0
4620,41,0,0,0,1,0,0,1,0
4622,38,0,1,0,1,0,0,1,0
4624,32,1,2,19,1,0,0,1,1
4627,69,1,0,0,0,1,0,1,0
4628,25,0,1,59,1,0,0,1,0
4629,55,1,0,30,0,1,0,1,0
4631,28,1,7,1,1,0,0,1,1
4634,27,1,0,-1,0,1,0,1,0
4636,20,1,1,1,1,0,1,0,1
4637,36,1,2,-1,1,0,0,1,1
4639,39,1,10,0,1,0,1,0,0
4640,25,1,10,7,1,0,0,1,1
4641,35,0,1,0,0,1,1,0,0
4643,32,1,12,1,0,1,0,1,1
4645,69,0,0,0,0,1,0,1,0
4647,21,0,1,0,0,1,0,1,0
4648,41,0,1,2,1,0,0,1,0
4649,21,0,0,0,1,0,0,1,0
4651,38,0,0,5,1,0,0,1,1
4652,21,1,1,1,1,0,0,1,1
4657,35,1,2,34,0,1,0,1,0
4658,34,0,5,2,0,1,0,1,1
4659,52,0,0,0,0,1,0,1,0
4660,21,0,0,1,1,0,0,1,1
4661,43,0,8,1,0,1,0,1,1
4662,32,0,0,1,1,0,1,0,0
4663,49,1,5,3,1,0,0,1,0
4665,21,0,0,1,0,1,1,0,1
4667,28,1,5,0,1,0,0,1,1
4668,65,0,1,-1,1,0,1,0,0
4670,27,0,0,1,0,1,1,0,0
4672,48,1,20,46,1,0,0,1,0
4674,20,1,0,1,0,1,0,1,1
4675,49,1,7,12,1,0,0,1,0
4677,42,0,6,1,0,1,0,1,0
4678,63,0,6,24,1,0,0,1,1
4679,40,0,0,-1,0,1,0,1,0
4680,34,0,0,0,1,0,0,1,0
4681,21,1,1,86,1,0,0,1,1
4682,27,0,1,0,0,1,0,1,0
4683,29,0,0,1,0,1,0,1,0
4684,35,1,0,15,0,1,0,1,0
4686,50,0,0,1,0,1,1,0,1
4692,47,0,0,0,0,1,0,1,0
4694,44,0,2,-1,0,1,0,1,0
4696,56,0,0,1,1,0,0,1,0
4697,23,0,0,12,0,1,0,1,1
4698,54,0,10,30,1,0,0,1,1
4701,38,0,17,180,1,0,0,1,0
4703,25,1,0,0,1,0,0,1,0
4704,44,1,2,1,1,0,0,1,0
4705,52,1,3,31,0,1,0,1,1
4706,52,1,0,118,1,0,1,0,0
4707,21,1,0,0,0,1,0,1,1
4710,30,1,9,4,1,0,1,0,0
4712,56,0,6,1,1,0,0,1,1
4715,35,1,12,0,1,0,0,1,1
4718,39,0,1,29,1,0,0,1,0
4719,29,0,0,0,0,1,0,1,0
4721,23,1,2,22,1,0,0,1,1
4722,26,0,0,0,0,1,0,1,0
4724,64,1,1,0,0,1,1,0,1
4726,58,0,0,1,1,0,1,0,0
4730,20,1,1,1,1,0,0,1,0
4731,21,1,0,42,1,0,0,1,1
4732,21,0,0,46,1,0,0,1,1
4735,23,0,0,2,1,0,0,1,1
4737,46,0,3,2,1,0,0,1,1
4739,25,1,21,117,1,0,0,1,1
4743,35,0,5,0,1,0,0,1,0
4748,30,0,0,-1,0,1,1,0,1
4749,47,0,1,1,1,0,0,1,0
4750,30,0,4,3,1,0,0,1,0
4754,47,0,1,1,1,0,0,1,1
4757,39,1,1,0,1,0,0,1,1
4761,30,1,2,5,0,1,0,1,0
4763,24,0,1,0,1,0,0,1,0
4765,45,0,3,1,1,0,0,1,0
4766,26,1,2,0,1,0,0,1,0
4767,39,0,3,0,1,0,0,1,0
4769,40,0,1,41,1,0,0,1,0
4772,24,0,0,0,1,0,0,1,1
4773,23,0,1,0,1,0,0,1,1
4774,61,0,0,-1,0,1,0,1,0
4775,42,1,3,-1,1,0,0,1,0
4776,38,1,3,4,1,0,0,1,1
4778,67,1,0,24,1,0,0,1,0
4780,23,0,2,7,1,0,0,1,0
4783,31,1,1,0,1,0,0,1,0
4784,40,0,15,54,1,0,0,1,1
4787,44,0,0,3,1,0,0,1,1
4789,37,1,10,0,1,0,0,1,1
4792,22,0,3,1,0,1,1,0,1
4793,31,1,6,0,0,1,0,1,0
